15.72027,-1,-0.2351227,-0.009435162,-0.1570778,-1.293925,-0.02043101,0.006258451,-1.309826,0.001148503,-0.006286461,1.845824e-05,-0.0003452741,0.001861153,-0.0002317693,0.03874044,-0.02806153,0.01019478,-0.01084562,0.01065103,-0.0184233,-0.02993721,-9.652966,761,792,740,752
15.72027,-1,-0.2064612,-0.03005656,-0.4009726,-1.260414,-0.01097852,0.02940121,-1.309478,-0.0009987758,-0.005019216,1.845824e-05,-0.0003452741,0.001861153,-0.0002317693,0.03874044,-0.02806153,0.01517337,-0.008603007,0.0647558,-0.0184233,-0.02993721,-9.652966,795.5,812.5,721,715
15.72027,-1,-0.1204768,-0.09192076,-1.132657,-1.209625,0.002795167,0.0679385,-1.307813,-0.00567915,0.0002515559,1.845824e-05,-0.0003452741,0.001861153,-0.0002317693,0.03874044,-0.02806153,0.02015195,-0.006360397,0.1188606,-0.01645118,-0.03800678,-9.667645,830,833,702,678
15.71877,-1,-0.1204768,-0.09192076,-1.132657,-1.176115,0.0113476,0.09320587,-1.303141,-0.006574207,0.01297815,1.845824e-05,-0.0003452741,0.001861153,-0.0002317693,0.03874044,-0.02806153,0.02513054,-0.004117787,0.1729654,-0.01447905,-0.04607634,-9.682326,856.5,854,678.5,655.5
15.71728,-1,-0.1809745,-0.02716333,0.639926,-1.136845,0.02230526,0.1154791,-1.294316,-0.002234855,0.03363197,1.845824e-05,-0.0003452741,0.001861153,-0.0002317693,0.03874044,-0.02806153,0.03010912,-0.001875178,0.2270702,-0.01250693,-0.0541459,-9.697006,883,875,655,633
15.71578,-1,-0.1809745,-0.02716333,0.639926,-1.103335,0.03489735,0.1229303,-1.280516,0.00679956,0.05973269,1.845824e-05,-0.0003452741,0.001861153,-0.0002317693,0.03874044,-0.02806153,0.03508771,0.0003674319,0.2811749,-0.01053481,-0.06221546,-9.711686,880,870.5,643.5,642.5
15.71428,-1,-0.1809745,-0.02716333,0.639926,-1.052546,0.05399686,0.1405421,-1.260917,0.01999624,0.08580159,1.845824e-05,-0.0003452741,0.001861153,-0.0002317693,0.03874044,-0.02806153,0.04006629,0.002610042,0.3352797,-0.008562692,-0.07028502,-9.726366,877,866,632,652
15.71278,-1,0.1091254,0.03868607,0.6237297,-1.019035,0.06427117,0.1490071,-1.2352,0.03595199,0.1076944,1.633066e-05,-0.0003437003,0.001860704,-0.0002315152,0.03874005,-0.02806431,0.04504488,0.004852651,0.3893845,-0.00659057,-0.07835459,-9.741045,876,867,637.5,647
15.71128,-1,0.1091254,0.03868607,0.6237297,-0.9797654,0.07584432,0.1622243,-1.203707,0.05284161,0.1244253,1.420309e-05,-0.0003421266,0.001860256,-0.0002312612,0.03873966,-0.02806709,0.05002346,0.007095261,0.4434893,-0.004618449,-0.08642415,-9.755725,875,868,643,642
15.70978,-1,-0.1786738,-0.03199335,-0.4634008,-0.9462549,0.08446486,0.1713866,-1.167052,0.06932361,0.1369761,1.207552e-05,-0.0003405529,0.001859808,-0.0002310072,0.03873926,-0.02806986,0.05500204,0.00933787,0.497594,-0.002646328,-0.09449372,-9.770406,859.5,858.5,653,659
